utterance_id,speaker,episode_id,scene_id,transcript,emotion_label,valence,arousal,dominance,sep,vad_coverage
s03_e04_c07_u015,Phoebe Buffay,s03_e04,s03_e04_c07,"But they shouldn't happen, you know what, you're, you're in a terrible, terrible business. Oh God, I don't wanna be the person who makes your face look like that.",Sad,0.0534,0.0208,0.1384,0.1226,0.667
s03_e04_c07_u017,Phoebe Buffay,s03_e04,s03_e04_c07,"Oh, now you're sad and creepy, oh. You know what, I, I'm sorry I quit, okay, I just quit.",Sad,-0.0324,-0.0193,-0.1113,-0.0880,0.632
s03_e04_c07_u019,Phoebe Buffay,s03_e04,s03_e04_c07,"Not personal, really, well they said that they never met an Italian actor with a worse Italian accent.",Sad,0.1103,-0.0588,-0.0400,0.0903,0.722
s03_e04_c07_u021,Phoebe Buffay,s03_e04,s03_e04_c07,"Yeah. Ooh God, there's that face again! See I can't do this job! I...",Sad,0.1605,-0.1181,0.0411,0.1811,0.786
s03_e04_c07_u023,Phoebe Buffay,s03_e04,s03_e04_c07,"Yeah okay, no if it helps you okay. Yeah.",Neutral,0.1333,-0.2543,-0.1187,0.0740,0.667
s03_e04_c09_u002,Phoebe Buffay,s03_e04,s03_e04_c09,"Okay, so we got some more good rejections, lots of stuff to work on.",Neutral,0.2630,-0.0231,0.0226,0.2743,0.857
s03_e04_c09_u004,Phoebe Buffay,s03_e04,s03_e04_c09,"Okay, um, oh, the zoo commercial.",Neutral,0.2898,-0.1425,-0.1593,0.2101,0.667
s03_e04_c09_u006,Phoebe Buffay,s03_e04,s03_e04_c09,"No. They said you 'Weren't believable as a human being.' So, you can work on that.",Neutral,0.2945,-0.0784,0.1450,0.3670,0.625
s03_e04_c09_u008,Phoebe Buffay,s03_e04,s03_e04_c09,"Um, the off-Broadway play people said 'You were pretty but dumb.'",Neutral,0.1497,0.0449,-0.1257,0.0868,0.750
s03_e04_c09_u010,Phoebe Buffay,s03_e04,s03_e04_c09,"Oh no wait, I'm sorry, that's 'pretty dumb.'",Neutral,-0.2057,-0.2125,-0.3627,-0.3870,0.875
s03_e04_c09_u012,Phoebe Buffay,s03_e04,s03_e04_c09,Oh.,Sad,0.1078,-0.1107,-0.0630,0.0763,0.000
s03_e04_c09_u014,Phoebe Buffay,s03_e04,s03_e04_c09,"Yeah, no, I understand.",Sad,0.3630,-0.2850,0.0820,0.4040,0.500
s03_e04_c09_u016,Phoebe Buffay,s03_e04,s03_e04_c09,Yeah. Sorry.,Sad,0.0090,-0.2970,-0.3490,-0.1655,1.000
s03_e04_c09_u018,Phoebe Buffay,s03_e04,s03_e04_c09,What?,Neutral,0.0000,0.0460,0.0000,0.0000,1.000
s03_e04_c09_u020,Phoebe Buffay,s03_e04,s03_e04_c09,"Oh, you caught me. I am so busted.",Joyful,-0.3813,0.1373,-0.2540,-0.5083,0.375
s03_e05_c02_u003,Phoebe Buffay,s03_e05,s03_e05_c02,Hey!,Joyful,0.0960,-0.2060,-0.2760,-0.0420,1.000
s03_e05_c02_u005,Phoebe Buffay,s03_e05,s03_e05_c02,"No, but he's always late.",Neutral,0.0530,-0.0710,0.0465,0.0762,0.800
s03_e05_c02_u007,Phoebe Buffay,s03_e05,s03_e05_c02,"Yeah, I did. I think it sounds y'know big sistery, y'know, 'Frank's always late.'",Neutral,0.1541,-0.0636,0.0720,0.1901,0.667
s03_e05_c02_u009,Phoebe Buffay,s03_e05,s03_e05_c02,"No, I know, I'm just nervous. Y'know it's just y'know Mom's dead, don't talk to my sister, Grandma's been sleeping a lot lately. It's like the last desperate chance to have a family, y'know, kinda thing. You're so sweet to wait with me.",Scared,0.1722,-0.1934,-0.0340,0.1552,0.775
s03_e05_c06_u002,Phoebe Buffay,s03_e05,s03_e05_c06,"Oh, ew!",Scared,0.1873,-0.0847,0.0333,0.2039,0.000
s03_e05_c06_u004,Phoebe Buffay,s03_e05,s03_e05_c06,"Yeah I know what I wanted to ask you. Um, can you roll your tongue? Because I can, and my Mom couldn't, and I thought y'know, I figured that was something I got from our Dad.",Joyful,0.1526,-0.0955,-0.0151,0.1450,0.714
s03_e05_c06_u006,Phoebe Buffay,s03_e05,s03_e05_c06,"Yeah, yeah. You can do it to.",Neutral,0.1472,-0.1772,-0.0448,0.1248,0.857
s03_e05_c06_u008,Phoebe Buffay,s03_e05,s03_e05_c06,"Oh right, yeah okay, my Mom could, and I can't. We don't have that....",Neutral,0.2855,-0.1260,0.0695,0.3202,0.714
s03_e05_c06_u010,Phoebe Buffay,s03_e05,s03_e05_c06,Feburary 16th.,Neutral,0.1873,-0.0847,0.0333,0.2039,0.000
s03_e05_c06_u012,Phoebe Buffay,s03_e05,s03_e05_c06,"Wow, that's close. When's yours?",Scared,0.0545,-0.1077,-0.0770,0.0160,0.800
s03_e05_c06_u014,Phoebe Buffay,s03_e05,s03_e05_c06,"That's the same month as Halloween. So, um, what kinda things do you like to do at home?",Joyful,0.1458,-0.1542,-0.0854,0.1030,0.833
s03_e05_c08_u002,Phoebe Buffay,s03_e05,s03_e05_c08,"Okay so, by melting, you meant melting.",Neutral,0.0908,-0.1364,-0.0476,0.0670,0.714
s03_e05_c08_u004,Phoebe Buffay,s03_e05,s03_e05_c08,So is it like art?,Neutral,0.3107,-0.2840,-0.1053,0.2580,0.800
s03_e05_c08_u006,Phoebe Buffay,s03_e05,s03_e05_c08,"Um, yeah sure. Why you wanna call your Mom?",Neutral,0.1621,-0.0696,-0.0210,0.1516,0.800
s03_e05_c08_u008,Phoebe Buffay,s03_e05,s03_e05_c08,"Oh, well um, not right now. Y'know I'm just gonna go to bed, I think the fumes are giving me a headache.",Sad,0.0995,-0.1170,-0.0351,0.0819,0.591
s03_e05_c08_u010,Phoebe Buffay,s03_e05,s03_e05_c08,"G'night, bro.",Joyful,0.1873,-0.0847,0.0333,0.2039,0.000
s03_e05_c08_u012,Phoebe Buffay,s03_e05,s03_e05_c08,"Here. Y'know, just in case.",Joyful,0.1820,-0.0740,0.2923,0.3282,1.000
s03_e05_c09_u003,Phoebe Buffay,s03_e05,s03_e05_c09,No kind. He just makes it up.,Neutral,0.5414,-0.0020,0.3744,0.7286,0.714
s03_e05_c09_u005,Phoebe Buffay,s03_e05,s03_e05_c09,"So far, it kinda blows. I don't know, I just thought y'know that he'd feel more like a brother y'know, like you and Ross, just like close and connected and....",Sad,0.3070,-0.1207,0.1184,0.3662,0.750
s03_e05_c09_u007,Phoebe Buffay,s03_e05,s03_e05_c09,Ah!!,Neutral,0.1873,-0.0847,0.0333,0.2039,0.000
s03_e05_c09_u009,Phoebe Buffay,s03_e05,s03_e05_c09,"Oh, how do you play the shadow game?",Peaceful,0.2076,0.1630,-0.1228,0.1462,0.625
s03_e05_c09_u011,Phoebe Buffay,s03_e05,s03_e05_c09,I just asked you.,Neutral,0.6300,0.0000,0.5240,0.8920,0.250
s03_e05_c09_u013,Phoebe Buffay,s03_e05,s03_e05_c09,I don't have time for this.,Mad,0.1515,0.0240,0.0285,0.1658,0.833
s03_e05_c09_u015,Phoebe Buffay,s03_e05,s03_e05_c09,Which you just gave up really quickly.,Neutral,0.3656,0.4606,0.2704,0.5008,0.714
s03_e05_c09_u025,Phoebe Buffay,s03_e05,s03_e05_c09,"Build the unit Cinderelly, lay the tile Cinderelly.",Joyful,0.1415,-0.3190,0.1115,0.1973,0.500
s03_e05_c10_u003,Phoebe Buffay,s03_e05,s03_e05_c10,"Yeah. 'Hello. Oh my God, I totally forgot! Well can't someone else do it. But, I have company. Yeah, no look, that's all right I'll come in.' Um, Frank, I'm really sorry but I have to go to work. It's-it's one of my regulars and he's insisting that I do 'um.",Neutral,0.1774,-0.1329,0.0246,0.1897,0.765
s03_e05_c10_u005,Phoebe Buffay,s03_e05,s03_e05_c10,Oh! I'm a masseuse. I give people massages and stuff.,Peaceful,0.2280,-0.2056,-0.1384,0.1588,0.500
s03_e05_c10_u007,Phoebe Buffay,s03_e05,s03_e05_c10,"Well, y'know we don't call it that, but yeah!",Joyful,0.2501,-0.0019,0.0789,0.2896,1.000
s03_e05_c10_u009,Phoebe Buffay,s03_e05,s03_e05_c10,All righty. I'll be back in-in a little bit. Unless you wanna come with me?,Joyful,0.0167,-0.2329,-0.1393,-0.0530,0.733
s03_e05_c10_u011,Phoebe Buffay,s03_e05,s03_e05_c10,"No, no, you can get one yourself. It'll be on the house! Y'know what are big sisters for?",Joyful,0.2007,-0.1484,0.0635,0.2325,0.706
s03_e05_c10_u013,Phoebe Buffay,s03_e05,s03_e05_c10,"No, no, no, I wouldn't do you myself, I mean that would be weird. Yeah, no, I'll get one of the other girls to do it. Oh, this will be so much fun! Hey! Are you excited?",Peaceful,0.1494,-0.0300,0.0108,0.1548,0.703
s03_e05_c13_u019,Phoebe Buffay,s03_e05,s03_e05_c13,Maybe all the rulers are wrong.,Neutral,-0.2290,0.0503,-0.0100,-0.2340,0.667
s03_e06_c01_u003,Phoebe Buffay,s03_e06,s03_e06_c01,"Wow, it's like a dirty math problem.",Neutral,-0.1107,-0.1077,-0.0953,-0.1583,0.857
s03_e06_c07_u003,Phoebe Buffay,s03_e06,s03_e06_c07,So what are they doing?,Joyful,-0.0800,-0.1047,-0.0320,-0.0960,0.800
s03_e06_c07_u005,Phoebe Buffay,s03_e06,s03_e06_c07,"Hey, you're early.",Joyful,0.1810,-0.2300,-0.2120,0.0750,0.667
s03_e06_c07_u007,Phoebe Buffay,s03_e06,s03_e06_c07,I'm just taking it to be re-wired.,Neutral,0.2425,-0.2005,0.1580,0.3215,0.667
s03_e06_c07_u010,Phoebe Buffay,s03_e06,s03_e06_c07,"No, no, Mr. Heckles no one is making any noise up here.",Scared,-0.2440,0.0775,-0.1755,-0.3317,0.545
s03_e06_c07_u012,Phoebe Buffay,s03_e06,s03_e06_c07,You don't play the oboe!,Mad,0.4820,0.2765,-0.1060,0.4290,0.400
s03_e06_c07_u014,Phoebe Buffay,s03_e06,s03_e06_c07,Then I'm gonna have to ask you to keep it down.,Mad,0.0043,-0.1546,-0.0971,-0.0443,0.667
s03_e06_c10_u003,Phoebe Buffay,s03_e06,s03_e06_c10,Huh?,Neutral,-0.4220,-0.3380,-0.4820,-0.6630,1.000
s03_e06_c10_u005,Phoebe Buffay,s03_e06,s03_e06_c10,It's not in the apartment? Oh no. I can't believe this is happening again.,Scared,0.0720,-0.1055,0.0202,0.0821,0.643
s03_e06_c10_u007,Phoebe Buffay,s03_e06,s03_e06_c10,"Okay, enough with the third degree! I-I've, I don't live here anymore.",Mad,0.1882,-0.1342,-0.0228,0.1768,0.692
s03_e06_c10_u009,Phoebe Buffay,s03_e06,s03_e06_c10,"I'm sorry, I-I-I-I don't live here anymore. I-I didn't know how to tell you, but y'know everybody else knows!",Scared,0.1509,0.0083,-0.0063,0.1478,0.667
s03_e06_c10_u011,Phoebe Buffay,s03_e06,s03_e06_c10,"That was supposed to be a good thing, I forget why. Just listen, Monica, I, do you know, okay, do you know, I couldn't sleep for like a month because I got like a dot of ink on one of the sofa cushions.",Scared,0.1525,-0.1741,-0.0891,0.1079,0.791
s03_e06_c10_u013,Phoebe Buffay,s03_e06,s03_e06_c10,"Yeah, I would've except I had a big spaghetti stain on the other side.",Neutral,0.1080,-0.1530,-0.0645,0.0758,0.643
s03_e06_c10_u015,Phoebe Buffay,s03_e06,s03_e06_c10,"Okay, this is what I'm talking about, this. I-I need to live in a land where people can spill.",Scared,0.0966,-0.0794,-0.0100,0.0916,0.750
s03_e06_c10_u017,Phoebe Buffay,s03_e06,s03_e06_c10,"Aw, honey it's not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don't see that happening.",Peaceful,0.2240,-0.0160,0.0632,0.2556,0.727
s03_e06_c10_u019,Phoebe Buffay,s03_e06,s03_e06_c10,"Aww, good. What?",Joyful,0.3253,-0.1233,-0.0640,0.2933,1.000
s03_e06_c10_u021,Phoebe Buffay,s03_e06,s03_e06_c10,"No you're not, you're wondering which cushion it is.",Powerful,0.1278,-0.0680,-0.1402,0.0577,0.556
s03_e06_c13_u003,Phoebe Buffay,s03_e06,s03_e06_c13,"Oh, it's already closed, Chris gave me the keys to lock up-what is wrong?",Sad,-0.2368,-0.0324,-0.0325,-0.2530,0.615
s03_e06_c13_u005,Phoebe Buffay,s03_e06,s03_e06_c13,Oh no! Why?,Scared,-0.3100,0.2825,-0.4190,-0.5195,1.000
s03_e06_c13_u007,Phoebe Buffay,s03_e06,s03_e06_c13,"Oh my God! I don't believe it! Oh, you poor bunny.",Peaceful,0.1117,-0.1586,-0.0613,0.0811,0.727
s03_e06_c13_u009,Phoebe Buffay,s03_e06,s03_e06_c13,"Aw! Hey, do you think that Susan person is her lover?",Peaceful,0.2237,0.0271,0.0661,0.2568,0.727
s03_e06_c13_u011,Phoebe Buffay,s03_e06,s03_e06_c13,I'm sorry.,Sad,-0.1880,-0.2760,-0.5760,-0.4760,0.500
s03_e06_c13_u013,Phoebe Buffay,s03_e06,s03_e06_c13,"Aw, God Ross. Oh.",Sad,0.5160,0.0360,0.7720,0.9020,0.250
s03_e07_c01_u008,Phoebe Buffay,s03_e07,s03_e07_c01,Who's singing?,Neutral,0.7700,0.1880,0.0560,0.7980,0.500
s03_e07_c02_u006,Phoebe Buffay,s03_e07,s03_e07_c02,Ewww! Oh! It's the Mattress King!,Sad,0.1927,-0.1307,0.1927,0.2890,0.500
s03_e07_c04_u002,Phoebe Buffay,s03_e07,s03_e07_c04,"Ugh! I don't know Monica. It feels funny just being here. I mean if you buy a bed from Janice's ex-husband, that's like betraying Chandler.",Scared,0.2041,-0.0633,0.0513,0.2298,0.625
s03_e07_c04_u004,Phoebe Buffay,s03_e07,s03_e07_c04,Hi. Y'know in England this car would be on the other side of the store. Woo!,Joyful,0.1974,0.1003,-0.0887,0.1531,0.733
s03_e07_c04_u006,Phoebe Buffay,s03_e07,s03_e07_c04,"Eh, Monica it, it feels so weird, y'know, Chandler's your friend... Oh! Oh my God! Aw, all right take this bed, you can make other friends.",Peaceful,0.1961,-0.1425,-0.0106,0.1908,0.720
s03_e07_c10_u008,Phoebe Buffay,s03_e07,s03_e07_c10,"I'm, I'm freaking out! Monica kinda trusted me with something and she shouldn't have! All right, I haven't lived here in a while, so I have to ask you something. Does Monica still turn on the lights in her bedroom?",Neutral,0.1786,-0.1432,0.0578,0.2075,0.550
s03_e07_c10_u010,Phoebe Buffay,s03_e07,s03_e07_c10,I am soo dead.,Sad,-0.4480,-0.0460,-0.3060,-0.6010,0.500
s03_e07_c11_u003,Phoebe Buffay,s03_e07,s03_e07_c11,Isn't it cool! Varoom! Varoom!,Joyful,0.3200,-0.0990,0.0740,0.3570,0.600
s03_e07_c11_u005,Phoebe Buffay,s03_e07,s03_e07_c11,"I know, you must've won like a contest or something!",Joyful,0.1836,-0.0924,0.0732,0.2202,0.600
s03_e07_c11_u010,Phoebe Buffay,s03_e07,s03_e07_c11,"I'm sorry, okay, I-I wasn't looking, and the store says that they won't take it back because you signed for it...",Scared,0.0262,-0.0669,-0.0561,-0.0019,0.636
s03_e07_c11_u012,Phoebe Buffay,s03_e07,s03_e07_c11,"When I was you! Y'know what, it's all Joey's fault, 'cause he left his nose open!",Scared,0.0099,-0.0963,-0.0319,-0.0060,0.714
s03_e07_c11_u017,Phoebe Buffay,s03_e07,s03_e07_c11,It's Monica's bed. What?,Scared,0.0693,-0.2967,-0.1153,0.0117,0.750
s03_e07_c11_u019,Phoebe Buffay,s03_e07,s03_e07_c11,"So. This has always been Monica's bed, what you're just noticing now, how self-involved are you?",Scared,0.1306,-0.1640,0.0562,0.1587,0.600
s03_e07_c13_u007,Phoebe Buffay,s03_e07,s03_e07_c13,"Well, if you really, really want it, then it's okay.",Neutral,0.2194,-0.1204,0.0089,0.2239,0.700
s03_e08_c01_u007,Phoebe Buffay,s03_e08,s03_e08_c01,"No, no, it's just my tooth.",Mad,0.1693,-0.2607,0.0860,0.2123,0.500
s03_e08_c01_u010,Phoebe Buffay,s03_e08,s03_e08_c01,"No thanks, I have a good one too. I just, I, I can't see him.",Scared,0.2195,-0.2107,0.0089,0.2239,0.667
s03_e08_c01_u013,Phoebe Buffay,s03_e08,s03_e08_c01,"Because, every time I go to the dentist, somebody dies.",Scared,0.0492,-0.0234,0.0140,0.0562,0.700
s03_e08_c01_u016,Phoebe Buffay,s03_e08,s03_e08_c01,"Yeah, yeah, first there was my aunt Mary, and then there was umm, John, my mailman, and then my, my cowboy friend 'Albino Bob'.",Scared,0.1168,-0.1439,-0.0268,0.1034,0.833
s03_e08_c01_u018,Phoebe Buffay,s03_e08,s03_e08_c01,"Yes, while I was in the chair! That's why I take such good care of my teeth now, y'know, it's not about oral hygiene, I floss to save lives!",Scared,0.2105,-0.1075,-0.0628,0.1790,0.714
s03_e08_c01_u020,Phoebe Buffay,s03_e08,s03_e08_c01,"Well tell that to them. Oh! You can't, their dead.",Sad,0.0294,-0.0820,-0.0786,-0.0099,0.700
s03_e08_c02_u004,Phoebe Buffay,s03_e08,s03_e08_c02,Ow! Ow!,Joyful,0.2455,-0.0631,0.0673,0.2791,0.000
s03_e08_c02_u006,Phoebe Buffay,s03_e08,s03_e08_c02,"All right, fine, fine, but if you're my next victim, don't come back as a poltergeist and like suck me into the TV set.",Sad,0.0800,-0.0428,-0.0168,0.0716,0.792
s03_e08_c02_u008,Phoebe Buffay,s03_e08,s03_e08_c02,"Although, don't feel like you can't visit.",Sad,0.2540,-0.0690,-0.0270,0.2405,0.714
s03_e08_c02_u016,Phoebe Buffay,s03_e08,s03_e08_c02,"Well, you could wait 'til I go to the dentist, maybe I'll kill him.",Mad,-0.0893,-0.0033,-0.0405,-0.1095,0.643
s03_e08_c03_u003,Phoebe Buffay,s03_e08,s03_e08_c03,"Well, I'm going to the dentist, so listen, okay, just be on the look out for anything that, that, that you can fall into, or, or that can fall on you, or... All right, just look out! Okay, And um, I also just wanna, I just wanna tell you all that um......",Scared,0.1217,-0.0923,-0.0306,0.1064,0.759
s03_e08_c06_u005,Phoebe Buffay,s03_e08,s03_e08_c06,No! Oh! You're alive! You're alive!,Scared,0.5110,0.2740,0.4620,0.7420,0.333
s03_e08_c06_u007,Phoebe Buffay,s03_e08,s03_e08_c06,"Yeah, well, we'll see about that. Can I use your phone? I just wanna call everyone I know.",Scared,0.2326,-0.0951,0.0724,0.2689,0.789
s03_e08_c06_u009,Phoebe Buffay,s03_e08,s03_e08_c06,"'Hey! You're not dead! Okay, see ya!'",Joyful,-0.1870,-0.2435,-0.2970,-0.3355,0.714
s03_e08_c07_u020,Phoebe Buffay,s03_e08,s03_e08_c07,Okay. If you're alive you answer your phone!,Mad,0.2062,-0.0993,0.1075,0.2599,0.750
s03_e08_c12_u004,Phoebe Buffay,s03_e08,s03_e08_c12,I'm telling you he's dead. What we are about to have here is a dead fat guy on a stick.,Scared,-0.0300,-0.0378,-0.0387,-0.0494,0.800
s03_e08_c12_u007,Phoebe Buffay,s03_e08,s03_e08_c12,He's alive! He's a-live!!!,Scared,0.5777,0.0913,0.5247,0.8400,1.000
s03_e08_c13_u003,Phoebe Buffay,s03_e08,s03_e08_c13,Love....,Powerful,0.9960,0.3340,0.2340,1.1130,1.000
s03_e08_c13_u008,Phoebe Buffay,s03_e08,s03_e08_c13,I know.,Powerful,0.5300,-0.2780,0.4080,0.7340,0.500
s03_e08_c13_u010,Phoebe Buffay,s03_e08,s03_e08_c13,I've found....,Powerful,0.6660,-0.1080,-0.0200,0.6560,0.500
s03_e09_c01_u003,Phoebe Buffay,s03_e09,s03_e09_c01,"Hey, it's your Thanksgiving too, y'know, instead of watching football, you could help.",Neutral,0.1936,-0.0824,-0.0094,0.1888,0.833
s03_e09_c05_u003,Phoebe Buffay,s03_e09,s03_e09_c05,Isn't there a national football league.,Neutral,0.2085,0.0100,0.1600,0.2885,0.833
s03_e09_c05_u006,Phoebe Buffay,s03_e09,s03_e09_c05,"Umm, this stuffing is amazing. Do you think we should bring them some?",Joyful,0.1095,0.0165,0.0734,0.1462,1.000
s03_e10_c03_u012,Phoebe Buffay,s03_e10,s03_e10_c03,"Have fun. Oh wait, no, don't! I forgot I am totally against that now.",Mad,0.0356,-0.0583,-0.0153,0.0279,0.714
s03_e10_c03_u014,Phoebe Buffay,s03_e10,s03_e10_c03,"No, no, I am against innocent trees being cut down in their prime, and their, their corpses grotesquely dressed in like tinsel and twinkly lights. Hey, how do you sleep at night?",Mad,0.1161,-0.1049,-0.0729,0.0797,0.719
s03_e10_c03_u016,Phoebe Buffay,s03_e10,s03_e10_c03,Really?,Mad,0.1745,-0.0881,0.0416,0.1953,0.000
s03_e10_c06_u002,Phoebe Buffay,s03_e10,s03_e10_c06,Hey.,Neutral,0.0960,-0.2060,-0.2760,-0.0420,1.000
s03_e10_c06_u004,Phoebe Buffay,s03_e10,s03_e10_c06,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental. Yeah, oh, but oh...",Powerful,0.0990,-0.1175,-0.0599,0.0691,0.667
s03_e10_c06_u006,Phoebe Buffay,s03_e10,s03_e10_c06,Destiny.,Powerful,0.5620,-0.1740,0.2220,0.6730,1.000
s03_e10_c06_u008,Phoebe Buffay,s03_e10,s03_e10_c06,Yes.,Neutral,0.6670,0.1250,0.0830,0.7085,1.000
s03_e10_c06_u010,Phoebe Buffay,s03_e10,s03_e10_c06,Okay. Yikes! That one doesn't look very fulfilled.,Scared,0.1644,0.0250,-0.0509,0.1390,0.875
s03_e10_c06_u012,Phoebe Buffay,s03_e10,s03_e10_c06,"You keep the old ones in the back, that is so ageist.",Powerful,-0.2225,-0.0757,0.1037,-0.1706,0.417
s03_e10_c06_u014,Phoebe Buffay,s03_e10,s03_e10_c06,"So, what happens to the old guys?",Peaceful,-0.1200,-0.1570,-0.0480,-0.1440,0.429
s03_e10_c06_u016,Phoebe Buffay,s03_e10,s03_e10_c06,"Why, do I have a feeling that's not as happy as it sounds? No! Nooooo!!!",Scared,0.2723,0.0516,0.0471,0.2959,0.600
s03_e10_c09_u004,Phoebe Buffay,s03_e10,s03_e10_c09,"Wait, wait, wait, wait, wait! No, no, you don't want that one. No, you can have this cool brown one.",Powerful,-0.0340,-0.3149,-0.1580,-0.1130,0.750
s03_e10_c09_u006,Phoebe Buffay,s03_e10,s03_e10_c09,"Okay but that's why you have to buy it, so it can fulfil it's Christmas destiny, otherwise there gonna throw it into the chipper. Tell him, Joey",Mad,0.1018,-0.0215,-0.0095,0.0970,0.750
s03_e10_c09_u011,Phoebe Buffay,s03_e10,s03_e10_c09,"Well look no further, this one's yours! Ahhh.",Powerful,0.2527,-0.1565,-0.0717,0.2168,0.750
s03_e10_c09_u013,Phoebe Buffay,s03_e10,s03_e10_c09,"All right y'know what, nevermind! Everyone wants to have a green one! I'm sorry, I'm sorry, I didn't mean to get so emotional, I guess it's just the holidays, it's hard.",Scared,0.1578,-0.0504,-0.0244,0.1456,0.733
s03_e10_c09_u015,Phoebe Buffay,s03_e10,s03_e10_c09,"Oh, I wasn't even thinking about that.",Powerful,0.1100,-0.0975,0.0475,0.1338,0.571
s03_e10_c11_u007,Phoebe Buffay,s03_e10,s03_e10_c11,This is the worst Christmas ever.,Sad,0.0210,-0.0075,-0.0045,0.0188,0.667
s03_e10_c12_u004,Phoebe Buffay,s03_e10,s03_e10_c12,Oh! Oh my God!,Scared,0.0440,-0.0150,0.3080,0.1980,0.750
s03_e10_c12_u006,Phoebe Buffay,s03_e10,s03_e10_c12,"You saved them! You guys! Oh God, you're the best!",Joyful,0.5152,-0.1670,0.3430,0.6867,0.600
s03_e10_c12_u013,Phoebe Buffay,s03_e10,s03_e10_c12,"Oh, God bless us, everyone.",Joyful,0.4768,-0.1525,0.4270,0.6903,0.800
s03_e11_c01_u014,Phoebe Buffay,s03_e11,s03_e11_c01,"Why don't you go up there and ask him to 'step lightly, please?'",Powerful,0.0843,-0.0351,-0.0858,0.0414,0.923
s03_e11_c01_u016,Phoebe Buffay,s03_e11,s03_e11_c01,"Ooh, that is silly. I'll go up there, I'll tell him to keep it down.",Mad,-0.0349,-0.1829,-0.1086,-0.0892,0.867
s03_e11_c01_u023,Phoebe Buffay,s03_e11,s03_e11_c01,"Yeah, look I was with my friend downstairs and we hear everything up here that you do, and I am sick and tired... .",Mad,0.0525,-0.0477,-0.0533,0.0259,0.826
s03_e11_c01_u025,Phoebe Buffay,s03_e11,s03_e11_c01,"Oh, thank you.",Joyful,0.7660,-0.3220,0.4620,0.9970,0.667
s03_e11_c06_u007,Phoebe Buffay,s03_e11,s03_e11_c06,Where'd you get too? We lost you after you opened up all the presents.,Sad,0.1709,0.1679,0.1022,0.2220,0.643
s03_e11_c06_u012,Phoebe Buffay,s03_e11,s03_e11_c06,"Why, what happened?",Scared,0.0000,0.3565,-0.1430,-0.0715,0.667
s03_e11_c14_u003,Phoebe Buffay,s03_e11,s03_e11_c14,Oh well y'know.,Joyful,0.2560,-0.2960,-0.2420,0.1350,1.000
s03_e11_c14_u005,Phoebe Buffay,s03_e11,s03_e11_c14,"Ick, you were eavesdropping.",Mad,-0.0100,-0.1200,-0.0380,-0.0290,0.500
s03_e11_c14_u007,Phoebe Buffay,s03_e11,s03_e11_c14,"Oh, I'm sorry. But I really like this guy. And I think he really happens to like me.",Joyful,0.2037,-0.1314,0.0092,0.2083,0.556
s03_e11_c14_u014,Phoebe Buffay,s03_e11,s03_e11_c14,Thanks you guys! Thank you.,Joyful,0.5987,-0.1927,0.0833,0.6403,1.000
s03_e11_c14_u016,Phoebe Buffay,s03_e11,s03_e11_c14,"God, I hope they kick his ass!",Powerful,0.2280,0.0630,0.3255,0.3907,0.571
s03_e12_c12_u002,Phoebe Buffay,s03_e12,s03_e12_c12,Hey!,Joyful,0.0960,-0.2060,-0.2760,-0.0420,1.000
s03_e12_c12_u004,Phoebe Buffay,s03_e12,s03_e12_c12,What are you wrapping?,Neutral,-0.0267,-0.0727,-0.0253,-0.0393,0.750
s03_e12_c12_u006,Phoebe Buffay,s03_e12,s03_e12_c12,"Yeah, it's a vase.",Neutral,0.1607,-0.3833,-0.2307,0.0453,0.750
s03_e12_c12_u008,Phoebe Buffay,s03_e12,s03_e12_c12,Well not exactly like the one in the poem.,Neutral,0.3752,-0.3454,-0.0220,0.3642,0.667
s03_e12_c12_u010,Phoebe Buffay,s03_e12,s03_e12_c12,Remember how you said you were really dense about poetry? Oh.,Peaceful,0.1090,-0.1667,0.0960,0.1570,0.545
s03_e13_c12_u002,Phoebe Buffay,s03_e13,s03_e13_c12,"Listen, Robert's gonna be here any second so, will one of you just tell him?",Scared,0.2298,-0.2124,0.0257,0.2426,0.625
s03_e13_c12_u004,Phoebe Buffay,s03_e13,s03_e13_c12,"Please, right now, no, every time I see him it's like 'Is it on the lose?' 'Is it watching me?'",Scared,-0.0024,-0.1820,-0.1305,-0.0676,0.750
s03_e13_c12_u008,Phoebe Buffay,s03_e13,s03_e13_c12,Hey.,Neutral,0.0960,-0.2060,-0.2760,-0.0420,1.000
s03_e13_c12_u010,Phoebe Buffay,s03_e13,s03_e13_c12,"No, I can spot you from here.",Neutral,0.1455,-0.2300,-0.0693,0.1109,0.571
s03_e13_c12_u012,Phoebe Buffay,s03_e13,s03_e13_c12,"Okay, listen Robert...",Scared,0.3680,-0.2920,-0.1720,0.2820,0.667
s03_e13_c12_u015,Phoebe Buffay,s03_e13,s03_e13_c12,"Umm, I think you're really, really great...",Joyful,0.3413,-0.0740,0.1453,0.4140,0.429
s03_e13_c12_u017,Phoebe Buffay,s03_e13,s03_e13_c12,"I-I-I-I-I don't know, I don't know what to say.",Scared,0.2413,-0.1063,0.0913,0.2870,0.875
